Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8660921732,7129167,NY,DLR,11/02/2018,46,4DSD,CADIL,T,42820,27090,17700,20200331,46,46,46,330766,T201,A,0945A,,BX,F,2150,Jerome Ave,,0,408,C,,YYYYYYY,,,BLACK,,0,,0,02,,,,
8668279348,HRR8664,NY,PAS,09/20/2018,61,SUBN,ACURA,T,71920,45520,32020,88880088,45,45,45,364824,T201,O,0446P,,BX,F,1120,Vincent Ave,,0,408,F1,,YYYYYYY,,,BLACK,,0,,0,Z,,,,
8630923180,CWY8162,NY,PAS,12/06/2018,21,4DSD,HYUND,T,8940,0,0,20200502,114,114,114,357765,T401,U,1139A,,Q,I,W,37th St,45ft N/of 35th Ave,0,408,D1,,Y  Y,1130A,0100P,TN,,2005,,0,29,,,,
8658262273,GSS7975,NY,PAS,09/15/2018,74,4DSD,HYUND,T,38470,15500,12015,20200921,122,122,122,351310,T303,A,0823A,,R,O,256,Mason Ave,,0,408,I4,,YYYYYYY,,,BK,,2012,,0,06-A,,,,
8691536226,HMM1877,NY,PAS,05/02/2019,9,2DSD,MERCU,T,16310,20090,0,88880088,5,5,5,367964,T101,H,0451P,,NY,X,,Delancey St,Eldridge St,0,408,E1,,YYYYYYY,,,RED,,0,,0,50,,,,
8730975920,56253MG,NY,COM,06/20/2019,53,VAN,FRUEH,T,17250,0,0,88880088,9,9,9,355283,T105,C,1028A,,NY,I,S,E 13th St,75ft E/of 2nd Ave,0,408,C,,YYYYYYY,,,BROWN,,2016,,0,017,,,,
5106402748,244WGX,CT,PAS,05/11/2019,7,SD,NISSA,V,0,0,0,0,,0,0,0,,,0722P,,QN,,,NORTHERN BLVD (E/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,,,2019,,0,,FAILURE TO STOP AT RED LIGHT,,,
8696470000,HVA5122,NY,PAS,12/31/2018,20,SUBN,PORSC,T,67730,39740,73030,20190816,62,62,62,355667,T302,C,1142A,,K,F,1667,Ocean Pky,,0,408,K2,,YYYYY,0800A,0600P,GY,,2017,,0,03,,,,
1441574890,MSOLAR,NY,PAS,09/17/2018,21,SDN,HONDA,S,34070,10510,10610,20200324,10,10,0,635782,MN04,0000,0838A,,NY,F,145,WEST 15 ST,,0,408,D1,,YBBYBBB,0830A,1000A,BLUE,0,2015,-,0,,,,,
1439873768,HTA7625,NY,PAS,06/22/2018,21,SUBN,TOYOT,S,35080,14730,54430,20190612,61,61,0,527687,KS15,0000,0854A,,K,O,2344,E 7 ST,,0,408,D1,,BBBBYBB,0830A,1000A,WH,0,2017,-,0,,,,,
8732173088,JHJ2421,NY,PAS,05/28/2019,20,4DSD,TOYOT,T,19530,25390,27790,20210507,25,25,25,347593,T103,BB,0606A,,NY,O,48,E 129th St,,0,408,E2,,YYYYYYY,,,GY,,2015,,0,R,,,,
8617863791,2336794,IN,PAS,07/02/2018,14,DELV,INTER,T,34690,10410,10510,88880088,18,18,18,341240,T106,O,0412P,,NY,O,34,W 46th St,,0,408,C,,YYYYY,0700A,0600P,BLUE,,0,,0,34,,,,
8742150905,DMT7265,NY,PAS,03/29/2019,21,SUBN,HONDA,T,7740,9140,9340,20200115,114,114,114,355126,T401,L,0846A,,Q,F,39-15,29th St,,0,408,D1,,Y,0830A,1000A,WH,,2015,,0,D,,,,
4654641324,T445084C,NY,OMT,03/15/2019,36,SUBN,DODGE,V,25645,40404,40404,0,,0,0,0,,,1147A,,QN,,,SB MAIN ST @ 82ND DR,,0,1180,B,T,,,,WH,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8723382600,59589PC,NY,APP,04/04/2019,71,TRAC,FRUEH,T,28890,0,0,20200229,102,102,102,365807,T402,R,0134P,,Q,I,N,Atlantic Ave,30ft W/of 123rd St,0,408,J2,,YYYYYYY,,,BR,,2010,,0,J,,,,
8619890803,41790MJ,NY,COM,11/08/2018,82,VAN,FRUEH,T,34490,10410,10510,20190630,14,14,14,363065,T106,O,1101A,,NY,O,53,W 36th St,,0,408,H0,,YYYYYYY,,,WH,,2016,,0,01,,,,
8674880472,GXP4593,NY,PAS,01/02/2019,21,SUBN,CHEVR,T,7940,8440,8590,20190506,114,114,114,366568,T401,P,1139A,,Q,F,34-35,30th St,,0,408,D1,,Y,1130A,0100P,BK,,2019,,0,28-A,,,,
8691121956,L23EGV,NJ,PAS,11/28/2018,37,SUBN,ROVER,T,10510,0,0,88880088,1,1,1,367916,T101,A,0409P,0356P,NY,I,W,6th Ave,100ft N/of W Houston,0,408,D,,YYYYYY,0730A,0700P,BLACK,,0,132-9998,0,95,,,,
8725666733,R941657,NJ,PAS,02/06/2019,14,2DSD,NISSA,T,12830,0,0,88880088,75,75,75,357082,T301,I,0556P,,K,I,E,Arlington Ave,15ft S/of Hale Ave,0,408,D,,YYYYYYY,,,RED,,0,,0,A,,,,
8689540817,29947MK,NY,COM,05/10/2019,46,VAN,GMC,T,31890,0,0,20190731,7,7,7,362193,T101,F,1209P,,NY,I,E,Suffolk St,200ft N/of Rivington,0,408,I4,,YYYYYYY,,,WH,,2005,,0,51,,,,
8541181662,R91HSZ,NJ,PAS,11/20/2018,46,BOAT,HONDA,T,17520,27330,29220,88880088,48,48,48,367944,T201,Y,1008A,,BX,F,2473,Cambreleng Ave,,0,408,D1,,YYYYYYY,,,BLUE,,0,,0,08,,,,
8620930898,HWB3741,NY,PAS,09/08/2018,31,SUBN,KIA,T,17350,13610,27800,20191225,13,13,13,367872,T102,L,0125P,,NY,O,28,E 18th St,,0,408,I4,,Y,0700A,0700P,DKG,,2010,,0,05,,,,
8669686582,386358R,NJ,PAS,06/14/2019,21,4DSD,INFIN,T,36210,10610,10810,88880088,28,28,28,351212,T103,Y,0837A,,NY,F,270,W 122nd St,,0,408,D1,,Y  Y,0830A,1000A,SILVE,,0,,0,CC1,,,,
8658810203,AP45849,CT,PAS,07/19/2018,21,SUBN,FORD,T,36230,14180,14230,20180088,63,63,63,363936,T302,V,1113A,,K,O,1233,E 32nd St,,0,408,D1,,Y,1100A,1230A,GREEN,,0,,0,08,,,,
8644738999,GYV7364,NY,PAS,08/12/2018,71,4DSD,HONDA,T,13430,86630,51620,20190720,77,77,77,354093,T301,O,0818A,,K,F,1818,Atlantic Ave,,0,408,J6,,YYYYYYY,,,BK,,2017,,0,C,,,,
4653923061,HFF7561,NY,PAS,02/28/2019,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0115P,,QN,,,WB UNION TRPK @ 213T,H ST,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8719007530,GVC2442,NY,PAS,01/27/2019,20,SUBN,HONDA,T,56690,61090,9540,20190129,110,110,110,367327,T401,P,1155A,,Q,O,40-10,National St,,0,408,D,,YYYYYYY,,,BL,,2007,,0,15-A,,,,
8610135317,AJ22074,AZ,PAS,04/02/2019,78,VAN,FORD,T,80430,89730,45030,88880088,77,77,77,359592,T802,A,1101P,,K,O,363,St Marks Ave,,0,408,K6,,YYYYYYY,0900P,0500A,WHITE,,0,,0,L,,,,
8694927135,T778862C,NY,OMT,01/02/2019,71,4DSD,KIA,T,25870,15390,15690,20190630,105,105,105,330743,T402,N,0750A,,Q,O,7344,199th St,,0,408,C,,YYYYYYY,,,BK,,2012,,0,P,,,,
8670478389,B66HXG,NJ,PAS,12/21/2018,21,4DSD,ACURA,T,93230,0,0,88880088,88,88,88,358630,T301,C,1155A,,K,I,S,Willoughby Ave,40ft W/of Clinton Av,0,408,D1,,Y,1130A,0100P,WHITE,,0,,0,06,,,,
8525677863,T734995C,NY,OMT,09/04/2018,21,SUBN,TOYOT,T,27030,36420,8920,20190331,46,46,46,364861,T201,B,0945A,,BX,F,212,E 179th St,,0,408,D1,,Y  Y,0930A,1100A,GY,,2015,,0,14,,,,
4655422087,T50JPD,NJ,PAS,04/10/2019,36,WAGO,TOYOT,V,0,0,0,0,,0,0,0,,,1046A,,ST,,,SB MANOR RD @ BRIELL,E AVE,0,1180,B,T,,,,SL,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8539924912,JEL1541,NY,999,04/06/2019,70,SUBN,HYUND,T,24730,31150,18950,20190329,88,88,88,369647,T301,P,1209P,,K,F,121,Carlton Ave,,0,408,I3,,YYYYYYY,,,BLACK,,2018,,0,06,,,,
8676110300,XV379,NJ,PAS,08/13/2018,14,VAN,FORD,T,10410,18070,18090,20180088,18,18,18,354205,T106,E,0812A,,NY,F,693,5th Ave,,0,408,H1,,YYYYYYY,,,WHITE,,0,,0,41,,,,
8708119946,HFW8623,NY,PAS,06/06/2019,38,SUBN,NISSA,T,38470,25250,29600,20200516,122,122,122,362582,T303,E,0448P,,R,O,299,Mason Ave,,0,408,A1,,YYYYYY,0800A,0800P,RD,,2019,,0,06-P,,,,
8678251360,JCS1668,NY,OMS,03/23/2019,38,4DSD,NISSA,T,56530,20530,47100,20190930,84,84,84,368930,T301,P,0348P,,K,O,261,Livingston St,,0,408,D,,YYYYYY,0900A,0700P,BL,,2019,,0,03,,,,
1441860010,68249MJ,NY,COM,07/13/2018,78,DELV,FORD,S,7080,89740,89740,20181231,66,66,0,685731,KS12,0000,1230A,,,F,5401,20 AVE,,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,
8704080701,25004MB,NY,COM,02/11/2019,38,VAN,FORD,T,35470,0,0,20190831,20,20,20,357701,T103,P,0151P,,NY,I,S,W 85th St,16ft W/of Broadway,0,408,C4,,YYYYYY,1000A,0700P,WH,,2011,,0,28,,,,
4010302033,EXR5891,NY,PAS,01/04/2019,5,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0837P,,BK,,,WB KINGS HIGHWAY @ E,37TH ST,0,1111,C,T,,,,BK,,2017,,0,,BUS LANE VIOLATION,,,
8666916631,FGR5220,NY,PAS,07/26/2018,21,SUBN,HONDA,T,18490,10210,10110,20191011,19,19,19,367941,T103,GG,0929A,,NY,F,201,E 75th St,,0,408,D1,,Y  Y,0900A,1030A,BL,,2013,,0,01,,,,
8663759940,26152TC,NY,TRC,06/28/2018,14,TRAC,NS/OT,T,61090,15990,16140,20181031,115,115,115,357787,T401,H,0407P,,Q,F,76-03,Roosevelt Ave,,0,408,E2,,YYYYY,0400P,0700P,RED,,2010,,0,10-P,,,,
8651078079,FPD9875,NY,PAS,10/16/2018,38,4DSD,INFIN,T,6380,9330,9380,20190825,66,66,66,365922,T302,V,0502P,,K,F,5511,13th Ave,,0,408,J2,,YYYYYY,0800A,0700P,GY,,2008,,0,01,,,,
8721161756,HTL1033,NY,PAS,01/29/2019,20,PICK,FORD,T,86630,26230,77930,20191107,67,67,67,368523,T302,E,0359P,,K,F,909,Utica Ave,,0,408,I4,,YYYYYYY,,,TN,,1999,,0,35,,,,
8625520479,93798ME,NY,COM,06/30/2018,46,VAN,FORD,T,44990,35050,35070,20190630,20,20,20,367427,T103,C,0218P,,NY,F,103,West End Ave,,0,408,I3,,YYYYYYY,,,WHITE,,2015,,0,32,,,,
8660728427,2T71A,NY,OMT,07/29/2018,19,TAXI,TOYOT,T,13610,35530,35550,20181031,24,24,24,355162,T103,H,1235P,,NY,O,2412,Broadway,,0,408,C3,,YYYYYYY,,,YW,,2017,,0,18,,,,
8697755920,JCF3964,NY,PAS,11/08/2018,71,SUBN,HONDA,T,58490,0,0,20200830,102,102,102,362584,T402,M,0512A,,Q,I,N,Park Ln South,2ft W/of 76th St,0,408,E5,,YYYYYYY,,,SILVE,,2003,,0,A,,,,
8667923590,VSD7638,VA,PAS,09/01/2018,38,4DSD,NISSA,T,16890,8790,61090,20200788,115,115,115,366451,T401,S,0914A,,Q,F,37-41,82nd St,,0,408,D1,,Y,0900A,0700P,OTHER,,0,,0,20,,,,
8713655176,68092MH,NY,COM,11/19/2018,20,VAN,FORD,T,32590,21690,33590,20191130,1,1,1,357360,T105,C,0854A,,NY,F,21,Thompson St,,0,408,D,,YYYYY,0800A,0500P,BL,,2015,,0,003,,,,
8691930044,JGA7805,NY,PAS,03/26/2019,71,4DSD,CHRYS,T,53890,0,0,20210320,106,106,106,355712,T402,N,1113A,,Q,I,N,Linden Blvd,5ft E/of 128th St,0,408,J2,,YYYYYYY,,,BL,,2012,,0,T,,,,
8659688223,47893JH,NY,COM,10/11/2018,20,VAN,FORD,T,10410,18470,18490,20191231,19,19,19,357094,T103,H,1020A,,NY,F,934,5th Ave,,0,408,D,,YYYYY,0700A,0400P,BL,,2016,,0,37,,,,
8656485740,GNW1343,NY,PAS,09/21/2018,21,SUBN,HYUND,T,80030,31530,42730,20200428,88,88,88,355112,T301,D,1000A,,K,F,55,St Felix St,,0,408,D1,,Y,0930A,1100A,GY,,2008,,0,06,,,,
8654599297,GBH1067,NY,PAS,11/18/2018,19,4DSD,HONDA,T,14590,21690,13810,20200802,5,5,5,359605,T101,D,0139P,,NY,O,255,Centre St,,0,408,D,,YYYYYYY,,,BL,,2005,,0,18,,,,
8669825272,XBFH16,NJ,PAS,09/13/2018,10,SUBN,TOYOT,T,13610,32613,32390,20180088,1,1,1,366444,T105,E,0334P,,NY,F,120,Broadway,,0,408,B,,YYYYYYY,,,WHITE,,0,,0,060,,,,
8535225523,22691ME,NY,COM,08/03/2018,16,VAN,FORD,T,79730,63030,93230,20190731,79,79,79,355161,T301,I,1052A,1047A,K,F,166,Spencer St,,0,408,K2,,Y,0800A,0600P,YW,,2006,,0,M,,,,
4649454384,HVW1295,NY,PAS,10/31/2018,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,1256P,,BK,,,WB FLATLANDS AVE @ E,100 ST,0,1180,B,T,,,,BK,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1457808298,IZQF40,FL,PAS,06/11/2019,21,SUBN,JEEP,S,5280,11180,11180,20191088,68,68,0,537816,KS10,0000,0756A,,K,F,9122,3RD AV,,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0,0,-,0,,,,,
8663393088,J27FLE,NJ,PAS,12/20/2018,21,SUBN,DODGE,T,33990,10510,10610,88880088,6,6,6,367931,T101,D,0930A,,NY,F,137,W 11th St,,0,408,D1,,Y  Y,0900A,1030A,BLACK,,0,,0,95,,,,
8673772930,HZZ5019,NY,PAS,09/10/2018,46,VAN,FORD,T,58130,83330,55530,20200831,81,81,81,364025,T301,O,0141P,,K,F,519,Madison St,,0,408,I4,,YYYYYYY,,,MR,,2004,,0,C,,,,
4652307627,JEJ1985,NY,PAS,01/15/2019,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0152P,,BX,,,SB BAILEY AVE @ W 22,5TH ST,0,1180,B,T,,,,RD,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8703151700,6WX816,MA,PAS,10/23/2018,21,SUBN,TOYOT,T,85930,25330,93530,20180688,83,83,83,358153,T301,G,1255P,,K,O,165,Troutman St,,0,408,D1,,Y  Y,1200A,0130P,BLUE,,0,,0,12,,,,
8694365352,DLU9576,NY,PAS,02/02/2019,37,4DSD,MASE,T,24140,18040,51090,20191216,103,103,103,367851,T402,J,1247P,1226P,Q,F,89-20,162nd St,,0,408,D,,YYYYYY,0900A,0700P,WH,,2014,,0,18,,,,
8684167065,FHY4194,NY,PAS,10/09/2018,21,4DSD,LEXUS,T,7190,9540,36940,20190414,114,114,114,355126,T401,L,1005A,,Q,F,41-29,24th St,,0,408,D1,,Y,0930A,1100A,TN,,1998,,0,E,,,,
8485858475,K035037,TX,PAS,11/20/2018,14,DELV,INTER,T,17950,0,0,20180088,18,18,18,363124,T106,N,0207P,,NY,I,N,E 48th St,50ft W/of 3rd Ave,0,408,C,,YYYYYYY,,,WHITE,,0,,0,12,,,,
8603847125,CJM2548,NY,PAS,07/24/2018,70,VAN,FORD,T,22670,0,0,88880088,113,113,113,361836,T402,Y,0323P,,Q,I,N,140th Ave,10ft W/of 155th St,0,408,K4,,YYYYYYY,,,WHITE,,0,,0,CC1,,,,
1447967860,FJK5566,NY,PAS,12/19/2018,98,SDN,CHEVR,P,19440,60190,37090,20190501,103,103,105,961044,0105,0000,1044P,,Q,F,138-59,102 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,2004,-,0,,,,,
8711472546,HSF7270,NY,PAS,12/26/2018,20,SUBN,HONDA,T,42820,12220,27750,20190821,52,52,52,357753,T201,G,0547P,,BX,F,3010,Jerome Ave,,0,408,D,,YYYYY,0800A,0600P,GY,,2007,,0,50,,,,
8659925440,75142MB,NY,COM,10/22/2018,40,DELV,INTER,T,16290,8590,8790,88880088,115,115,115,365837,T401,I,1104A,,Q,F,36-50,78th St,,0,408,E2,,YYYYYYY,,,BROWN,,2012,,0,23-A,,,,
8551443549,S95DBL,NJ,PAS,09/04/2018,21,4DSD,NISSA,T,77930,36930,36980,88880088,67,67,67,365358,T302,Q,0939A,,K,F,4805,Snyder Ave,,0,408,D1,,Y  Y,0900A,1030A,WHITE,,0,,0,28,,,,
8681969237,T749760C,NY,OMT,09/16/2018,46,SUBN,TOYOT,T,24890,18630,18650,20190831,19,19,19,357724,T103,G,0229P,,NY,F,1217,Lexington Ave,,0,408,J3,,YYYYYYY,,,TAN,,2011,,0,04,,,,
4647388761,P74JWZ,NJ,PAS,07/24/2018,36,4 DR,INFIN,V,0,0,0,0,,0,0,0,,,1035A,,BK,,,EB EASTERN PKWY @ WA,SHINGTON AVE,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8745021454,AK94864,CT,999,06/15/2019,40,4DSD,HONDA,T,7520,27120,27150,88880088,48,48,48,358860,T801,A,0929P,,BX,O,2216,Adams Pl,,0,408,C,,YYYYYYY,,,GREY,,0,,0,I,,,,
8477520975,24669ML,NY,COM,12/03/2018,69,SUBN,DODGE,T,18090,25390,27790,20200531,18,18,18,367419,T106,J,0414P,,NY,F,70,E 55th St,,0,408,H1,,YYYYY,0700A,0600P,WH,,2018,,0,25,,,,
8656422662,HTV7308,NY,PAS,07/20/2018,20,4DSD,AUDI,T,26990,22890,21690,20190918,5,5,5,356512,T105,H,0512P,,NY,F,133,Mulberry St,,0,408,D,,Y,0500P,1100P,GY,,2018,,0,064,,,,
8735114861,JEJ3510,NY,PAS,06/14/2019,21,4DSD,HONDA,T,27090,72320,16120,20210109,48,48,48,367360,T201,L,1153A,,BX,O,975,E 181st St,,0,408,D1,,Y  Y,1130A,0100P,GR,,1997,,0,08,,,,
4010237764,HZT7826,NY,PAS,12/27/2018,5,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0310P,,BX,,,EB E FORDHAM RD @ GR,AND CONCOURSE,0,1111,C,T,,,,BL,,2001,,0,,BUS LANE VIOLATION,,,
8677954776,HGE7191,NY,PAS,08/06/2018,16,PICK,DODGE,T,61090,16490,16590,20200430,115,115,115,356560,T401,G,0120P,,Q,F,79-07,Roosevelt Ave,,0,408,K2,,YYYYY,1000A,0400P,BL,,2016,,0,41,,,,
4011192193,JBZ6480,NY,PAS,05/10/2019,5,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0658A,,BX,,,SB WEBSTER AVE @ E 1,94TH ST,0,1111,C,T,,,,WH,,2015,,0,,BUS LANE VIOLATION,,,
8710756050,T673262C,NY,OMT,01/21/2019,40,SUBN,CHEVR,T,59890,0,0,20190731,104,104,104,361864,T402,C,0929A,,Q,I,N,Putnam Ave,25ft E/of Onderdonk,0,408,F1,,YYYYYYY,,,GY,,2012,,5,31,,,,
8633797355,OAHPN9,PA,PAS,08/21/2018,38,,,T,5280,40404,40404,88880088,68,68,68,367891,T302,O,0401P,,K,F,,3rd Ave,,0,408,I4,,YYYYYYY,,,,,0,,0,32,,,,
8708944933,54420ML,NY,COM,02/05/2019,40,VAN,INTER,T,41330,0,0,20190731,79,79,79,355161,T301,I,1246P,,K,I,N,Flushing Ave,10ft E/of Franklin A,0,408,C3,,YYYYYYY,,,WH,,2011,,0,C,,,,
8641122930,T646426C,NY,OMT,12/04/2018,14,4DSD,HONDA,T,18070,0,0,20190131,18,18,18,358904,MTTF,A,1209P,,NY,I,S,E 54th St,40ft E/of Park Ave,0,408,C,,YYYYY,0700A,0600P,BK,,2012,,0,16,,,,
4654252691,JEB5537,NY,PAS,03/13/2019,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1033A,,QN,,,EB HORACE HARDING EX,PRESSWAY @ PECK AVE,0,1180,B,T,,,,BL,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8700303800,PRSTG3,CT,PAS,09/28/2018,38,4DSD,VOLKS,T,29320,32420,7720,20180088,49,49,49,368466,T201,P,0229P,,BX,F,1445,E Gun Hill Rd,,0,408,D,,YYYYYY,0800A,0700P,RED,,0,,0,15,,,,
8627192698,49216KA,NY,COM,06/28/2018,46,VAN,FORD,T,25390,0,0,88880088,19,19,19,365332,T103,GG,0146P,,NY,I,E,Madison Ave,15ft S/of E 76th St,0,408,F1,,YYYYYYY,,,WHITE,,2009,,0,17,,,,
1456915502,CGL7863,GA,PAS,06/03/2019,21,SUBN,ACURA,S,26670,43520,68720,0,41,41,0,538176,BX02,0000,0825A,,BX,F,900,E 167 ST,,0,408,D1,,YBBYBBB,0800A,0930A,GREEN,0,0,-,0,,,,,
8531373128,FRESHB,NY,RGL,09/26/2018,71,CONV,BMW,T,36420,27270,27300,20190621,52,52,52,365828,T201,M,0304P,,BX,F,2427,Grand Concourse,,0,408,J2,,YYYYYYY,,,RD,,2007,,0,46,,,,
1447533872,HWV4547,NY,PAS,08/19/2018,46,SDN,ME/BE,P,50290,63290,12555,20200129,111,111,111,936079,0111,0000,0528P,,Q,F,221-16,HORACE HARDING EXWY,,0,408,99,,BBBBBBB,ALL,ALL,SIL,0,2015,-,0,,,,,
8617942551,C14HDW,NJ,PAS,02/15/2019,14,VAN,FORD,T,34490,10810,10910,88880088,14,14,14,365346,T106,C,0957A,,NY,F,337,W 36th St,,0,408,K7,,YYYYYYY,,,WHITE,,0,,0,03,,,,
8680253686,HLX6171,NY,PAS,08/13/2018,20,4DSD,NISSA,T,42820,27030,29120,20190227,46,46,46,358951,T201,E,1210P,,BX,O,2005,Jerome Ave,,0,408,J3,,YYYYYYY,,,WHITE,,2008,,0,66,,,,
8710169945,JCB4155,NY,PAS,03/26/2019,38,VAN,ME/BE,T,10210,18370,18390,20200831,19,19,19,358929,T103,J,1047A,,NY,O,1187,3rd Ave,,0,408,I4,,YYYYYY,0800A,0700P,WH,,2016,,0,55,,,,
8574128880,FAR8207,NY,PAS,10/04/2018,71,SUBN,HONDA,T,17390,23290,58590,20200513,107,107,107,367871,T402,E,0437P,,Q,O,150-11,86th Ave,,0,408,E2,,YYYYYYY,,,GY,,2006,,0,15,,,,
8670588390,2731168,IN,PAS,01/05/2019,50,REFG,FRUEH,T,0,0,0,88880088,17,17,17,367316,T102,G,0801A,,NY,I,E,Lexington Ave,0ft N/of E 31st St,0,408,D1,,YYYYYYY,,,WHITE,,0,,0,01,,,,
4657025855,23326LV,NY,OML,05/24/2019,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0229P,,QN,,,WB QUEENS BLVD @ 56T,H ST,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8643664212,HMX8807,NY,PAS,08/18/2018,71,SUBN,HONDA,T,86630,13880,41730,20190412,71,71,71,368471,T302,T,0108P,,K,O,1266,Utica Ave,,0,408,J3,,YYYYYYY,,,GY,,2002,,0,35,,,,
1447756290,KDR3379,PA,PAS,05/19/2019,48,SUBN,HONDA,P,10890,40404,40404,0,108,108,108,962721,0108,0000,0520P,,Q,O,1-250,51 AVE,,0,408,E9,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
8667992070,HFP9714,NY,PAS,11/24/2018,20,4DSD,SUBAR,T,20530,81330,13430,20200531,84,84,84,363529,T301,N,1100A,,K,O,73,Bond St,,0,408,C,,YYYYYY,0800A,0700P,GY,,2006,,0,01,,,,
8723567752,HET2307,NY,PAS,03/09/2019,16,4DSD,ACURA,T,34130,10810,10910,20200307,10,10,10,367416,T102,N,0128P,,NY,O,300,W 18th St,,0,408,J6,,YYYYYY,0700A,0700P,GY,,2017,,0,99,,,,
8619547185,XCDR88,NJ,PAS,10/15/2018,69,VAN,DODGE,T,17790,25390,27790,20180088,14,14,14,353143,T106,P,1229P,,NY,F,23,E 40th St,,0,408,H1,,YYYYY,0700A,0600P,WHITE,,0,,0,05,,,,
8670888683,HFK1852,NY,PAS,12/08/2018,20,SUBN,TOYOT,T,41320,27270,27300,20200225,48,48,48,365363,T201,Q,0433P,,BX,F,2410,Hughes Ave,,0,408,I4,,YYYYYYY,,,GY,,2016,,0,30,,,,
8670695558,ECC2905,NY,PAS,04/15/2019,38,4DSD,NISSA,T,53490,28990,54102,20190727,102,102,102,365838,T402,G,0445P,,Q,O,80-64,Lefferts Blvd,,0,408,I4,,YYYYYY,0900A,0700P,WH,,2007,,0,21,,,,
1456583750,KJK1447,PA,PAS,04/09/2019,21,SUBN,NISSA,S,46730,67030,58730,0,79,79,0,611191,KN17,0000,0958A,0958A,K,O,117,HALSEY STREET,,0,408,D1,,BYBBYBB,0900A,1030A,GREY,0,0,-,0,,,,,
8716776136,T787375C,NY,OMT,02/28/2019,38,4DSD,HONDA,T,9440,59590,54580,20190831,109,109,109,365933,T401,C,1105A,,Q,O,135-29,40th Rd,,0,408,D,,YYYYYY,0700A,1000P,WH,,2018,,0,02-A,,,,
8696522370,1CM3004,MD,PAS,03/07/2019,21,4DSD,JEEP,T,56930,52730,39830,20200988,75,75,75,367340,T301,W,1200P,,K,F,50,Logan St,,0,408,C,,Y  Y,1130A,0100P,SILVE,,0,,0,SPCL,,,,
8732115477,FPM8658,NY,PAS,06/05/2019,38,SUBN,CHEVR,T,23190,16850,32580,88880088,1,1,1,364898,T105,J,0908A,,NY,F,51A,Hudson St,,0,408,I4,,YYYYYY,0900A,0700P,WHITE,,2011,,0,002,,,,
1451107080,JCZ8773,NY,PAS,03/31/2019,41,SDN,CADIL,P,35630,29630,33530,20200916,70,70,70,956403,0070,0000,0815A,,K,O,380,E 18 ST,,0,408,,,BBBBBBB,ALL,ALL,BLK,0,2015,-,0,,,,,
1456478059,2646296,IN,PAS,05/15/2019,46,TR,FRUEH,P,13610,35790,35810,0,24,24,405,926419,0405,0000,0955A,,NY,F,2672,BROADWAY,,0,408,F1,,BBBBBBB,ALL,ALL,TN,0,0,-,0,,,,,
8682834029,69524MG,NY,COM,05/10/2019,38,VAN,CHEVR,T,51090,18090,18240,20190528,102,102,102,362563,T402,A,0913A,,Q,F,8903,Jamaica Ave,,0,408,M1,,YYYYYY,0800A,0700P,WHITE,,1992,,0,32,,,,
8753002775,24946JZ,NY,COM,05/10/2019,16,VAN,CHEVR,T,21790,33970,14810,88880088,6,6,6,361870,T101,N,0325P,0226P,NY,F,711,Greenwich St,,20190510,408,F1,,YYYYY,0700A,0700P,WHITE,,2009,,0,J,,,,
